ID,valid,PMID,title,abstract,affiliation,year,link
228,,19101132,Foucault on methadone: beyond biopower.,"This essay reviews four texts which critically analyse methadone maintenance therapy using Foucault as a key theoretical framework: [Friedman, J., &amp; Alicea, M. (2001). Surviving heroin: Interviews with women in methadone clinics. Florida: University Press of Florida], [Bourgois, P. (2000). Disciplining addictions: The bio-politics of methadone and heroin in the United States. Culture Medicine and Psychiatry, 24, 165-195], [Bull, M. (2008). Governing the heroin trade: From treaties to treatment. Ashgate: Aldershot], and [Fraser, S., &amp; valentine, k. (2008). Substance &amp; substitution: Methadone subjects in liberal societies. New York: Palgrave Macmillan]. Taken together these works demonstrate one trajectory in the development of critical drug studies over the past decade. While all four view MMT as a regulatory technology which aims to create productive and obedient subjects, their understandings of the power relations of the clinic are quite distinct. The first two texts emphasise the social control of drug users, the third, issues of governmentality and liberal political practice, while the fourth engages with ontological questions about substances themselves. Thus while Foucauldian analysis has become familiar in social studies of drugs and alcohol, new uses for its conceptual tools continue to emerge.","School of Humanities, Australian National University, Canberra, ACT 0200, Australia. Helen.keane@anu.edu.au",2008,10.1016/j.drugpo.2008.10.005
229,,19009140,"Vulnerability and non-adherence to antiretroviral therapy among HIV patients, Minas Gerais State, Brazil.","The aim of the present study was to describe vulnerability profiles and to verify their association with non-adherence to antiretroviral therapy (ART) among 295 HIV-patients receiving their first prescription in two public-referral centers in Minas Gerais States, Brazil. The cumulative incidence of non-adherence was 36.9%. Three pure vulnerability profiles (lower, medium and higher) were identified based on the Grade of Membership method (GoM). Pure type patients of the &quot;higher vulnerability&quot; profile had, when compared to the overall sample, an increased probability of being younger, not understanding the need of ART, having a personal reason to be HIV-tested, not disclosing their HIV status, having more than one (non-regular) sexual partner, reporting use of alcohol, tobacco and illicit drugs, and having sex among men. Non-adherence to ART was statistically associated (p &lt; 0.001) with this profile. Also, the heterogeneity of the sample was found to be high, since over 40% were mixed type. The implications are that health staff should be trained to develop strategies for incorporating risk-reduction interventions, bearing in mind the three dimensions of vulnerability and the diversity of those patients initiating antiretroviral therapy.","Faculdade de Medicina, Universidade Federal de Minas Gerais, Belo Horizonte, Brasil.",2008,S0102-311X2008001100015
230,,19001832,Preventing chronic disease risk factors: rationale and feasibility.,"SUMMARY OBJECTIVE: The majority of the mortality, morbidity, and disability in the United States and other developed countries is due to chronic diseases. These diseases could be prevented to a great extent with the elimination of four root causes: physical inactivity, poor nutrition, smoking, and hazardous drinking. The objective of this analysis was to determine whether efficacious risk factor prevention interventions exist and to examine the evidence that population-wide program implementation is justified.MATERIALS AND METHODS: We conducted a literature search for meta-analyses and systematic reviews of trials that tested interventions to increase physical activity, improve nutrition, reduce smoking and exposure to environmental tobacco smoke, and reduce hazardous drinking.RESULTS: We found that appropriately designed interventions can produce behavioral change for the four behaviors. Effective interventions included tailored fact-to-face counseling, phone counseling, and computerized tailored feedback. Computer-based health behavior assessment with feedback and education was documented to be an effective method of determining behavior, assessing participant interest in behavior change and delivering interventions. Some programs have documented reduced health care costs associated with intervention.CONCLUSIONS: Positive results to date suggest that further investments to improve the effectiveness and efficiency of chronic disease risk factor prevention programs are warranted. Widespread implementation of these programs could have a significant impact on chronic disease incidence rates and costs of health care.","Department of Medicine, School of Public Health, University of Minnesota, Minneapolis, Minnesota, USA.",2008,NA
231,,18996938,Alcohol consumption and alcohol counselling behaviour among US medical students: cohort study.,"OBJECTIVE: To determine which factors affect alcohol counselling practices among medical students.DESIGN: Cohort study.SETTING: Nationally representative medical schools (n=16) in the United States.PARTICIPANTS: Medical students who graduated in 2003.INTERVENTIONS: Questionnaires were completed (response rate 83%) at the start of students' first year (n=1846/2080), entrance to wards (typically during the third year of training) (n=1630/1982), and their final (fourth) year (n=1469/1901).MAIN OUTCOME MEASURES: Previously validated questions on alcohol consumption and counselling.RESULTS: 78% (3777/4847) of medical students reported drinking in the past month, and a third (1668/ 4847) drank excessively; these proportions changed little over time. The proportion of those who believed alcohol counselling was highly relevant to care of patients was higher at entrance to wards (61%; 919/1516) than in final year students (46%; 606/1329). Although students intending to enter primary care were more likely to believe alcohol counselling was highly relevant, only 28% of final year students (391/1393) reported usually or always talking to their general medical patients about their alcohol consumption. Excessive drinkers were somewhat less likely than others to counsel patients or to think it relevant to do so. In multivariate models, extensive training in alcohol counselling doubled the frequency of reporting that alcohol counselling would be clinically relevant (odds ratio 2.3, 95% confidence interval 1.6 to 3.3) and of reporting doing counselling (2.2, 1.5 to 3.3).CONCLUSIONS: Excessive drinking and binge drinking among US medical students is common, though somewhat less prevalent than among comparably aged adults in the US general population. Few students usually discussed alcohol use with patients, but greater training and confidence about alcohol counselling predicted both practising and believing in the relevance of alcohol counselling. Medical schools should consider routinely training students to screen and counsel patients for alcohol misuse and consider discouraging excessive drinking.","University of British Columbia, School of Population and Public Health, and Department of Family Practice, 5804 Fairview Avenue, Vancouver, BC, Canada. efrank@emory.edu",2008,10.1136/bmj.a2155
232,,18855810,Comparing topiramate with naltrexone in the treatment of alcohol dependence.,"AIM: To compare the efficacy of topiramate with naltrexone in the treatment of alcohol dependence.DESIGN: The investigation was a double-blind, placebo-controlled, 12-week study carried out at the University of São Paulo, Brazil.SAMPLE: A total of 155 patients, 18-60 years of age, with an International Classification of Diseases (ICD-10) diagnosis of alcohol dependence.METHODS: After a 1-week detoxification period, patients were assigned randomly to receive topiramate (induction to 300 mg/day), naltrexone (50 mg/day) or placebo.MEASUREMENTS: Time to first relapse (consumption of &gt;60 g ethyl alcohol), cumulative abstinence duration and weeks of heavy drinking.FINDINGS: In intention-to-treat analyses, topiramate was statistically superior to placebo on a number of measures including time to first relapse (7.8 versus 5.0 weeks), cumulative abstinence duration (8.2 versus 5.6 weeks), weeks of heavy drinking (3.4 versus 5.9) and percentage of subjects abstinent at 4 weeks (67.3 versus 42.6) and 8 weeks (61.5 versus 31.5), but not 12 weeks (46.2 versus 27.8).RESULTS: remained significant after controlling for Alcoholics Anonymous attendance, which was higher in topiramate than in other groups. There were no significant differences between naltrexone versus placebo or naltrexone versus topiramate groups, but naltrexone showed trends toward inferior outcomes when compared to topiramate.CONCLUSIONS: The results of this study support the efficacy of topiramate in the relapse prevention of alcoholism. Suggestive evidence was also obtained for superiority of topiramate versus naltrexone, but this needs to be verified in future research with larger sample sizes.","Department of Psychiatry of the University of São Paulo, Brazil. dbaltieri@uol.com.br",2008,10.1111/j.1360-0443.2008.02355.x
233,,18727823,Ultra-brief intervention for problem drinkers: research protocol.,"BACKGROUND: Helping the large number of problem drinkers who will never seek treatment is a challenging issue. Public health initiatives employing educational materials or mass media campaigns have met with mixed success. However, clinical research has developed effective brief interventions to help problem drinkers. This project will employ an intervention that has been validated in clinical settings and then modified into an ultra-brief format suitable for use as a public health intervention. The major objective of this study is to conduct a randomized controlled trial to establish the effectiveness of an ultra-brief, personalized feedback intervention for problem drinkers.DESIGN: Problem drinkers recruited on a baseline population telephone survey conducted in a major metropolitan city in Canada will be randomized to one of three conditions - a personalized feedback pamphlet condition, a control pamphlet condition, or a no intervention control condition. In the week after the baseline survey, households in the two pamphlet conditions will be sent their respective pamphlets. Changes in drinking will be assessed post intervention at three-month and six-month follow-ups. Drinking outcomes will be compared between experimental conditions using Structural Equation Modeling. The primary hypothesis is that problem drinkers from households who receive the personalized feedback pamphlet intervention will display significantly improved drinking outcomes at three and six-month follow-ups as compared to problem drinkers from households in the no intervention control condition. Secondary hypotheses will test the impact of the intervention on help seeking, and explore the mediating or moderating role of perceived drinking norms, perceived alcohol risks and the problem drinker's social reasons for drinking.DISCUSSION: This trial will provide information on the effectiveness of a pamphlet-based personalized feedback intervention for problem drinkers in a community setting.TRIAL REGISTRATION: ClinicalTrials.gov registration #NCT00688584.","Centre for Addiction and Mental Health, 33 Russell Street, Toronto, Ontario, M5S 2S1, Canada. john_cunningham@camh.net",2008,10.1186/1471-2458-8-298
234,,18705691,Treating adolescent drug abuse: a randomized trial comparing multidimensional family therapy and cognitive behavior therapy.,"AIM: To examine the efficacy of two adolescent drug abuse treatments: individual cognitive behavioral therapy (CBT) and multidimensional family therapy (MDFT).DESIGN: A 2 (treatment condition) x 4 (time) repeated-measures intent-to-treat randomized design. Data were gathered at baseline, termination, 6 and 12 months post-termination. Analyses used latent growth curve modeling.SETTING: Community-based drug abuse clinic in the northeastern United States.PARTICIPANTS: A total of 224 youth, primarily male (81%), African American (72%), from low-income single-parent homes (58%) with an average age of 15 years were recruited into the study. All youth were drug users, with 75% meeting DSM-IV criteria for cannabis dependence and 13% meeting criteria for abuse.MEASUREMENTS: Five outcomes were measured: (i) substance use problem severity; (ii) 30-day frequency of cannabis use; (iii) 30-day frequency of alcohol use; (iv) 30-day frequency of other drug use; and (v) 30-day abstinence.FINDINGS: Both treatments produced significant decreases in cannabis consumption and slightly significant reductions in alcohol use, but there were no treatment differences in reducing frequency of cannabis and alcohol use. Significant treatment effects were found favoring MDFT on substance use problem severity, other drug use and minimal use (zero or one occasion of use) of all substances, and these effects continued to 12 months following treatment termination.CONCLUSION: Both interventions are promising treatments. Consistent with previous controlled trials, MDFT is distinguished by the sustainability of treatment effects.","Center for Treatment Research on Adolescent Drug Abuse, Department of Epidemiology and Public Health, 1120 NW 14th Street, Miami, 33136, University of Miami Miller School of Medicine, Miami, FL 33136, USA. hliddle@med.miami.edu",2008,10.1111/j.1360-0443.2008.02274.x
235,,18696370,Effect of expressive writing as a treatment adjunct for reducing smoking cessation related weight gain in young adult smokers.,"This investigation evaluated the effect of expressive writing on weight gain in young adults being treated for smoking cessation. This study was conducted between July 2001 and June 2005. Participants (N = 196) ages 18-24 years (M = 20.8, SD = 2.0 years), who were recruited from a large city in the southeastern United States were randomized to brief office intervention or expressive writing plus brief office intervention. The sample was 56% female, 93% Caucasian, smoked a mean of 18.1 cigarettes per day (SD = 6.1), and had a mean body mass index of 24.9 (SD = 5.6). Participants who received the expressive writing plus brief office intervention gained significantly less weight than those receiving the brief office interventions from week 3 to 24, but did not significantly differ at week 52. A limitation of this investigation relates to the fact that the impact of expressive writing on weight was an unanticipated treatment effect that was evaluated in post-hoc analyses. Although the findings suggest that expressive writing holds promise as a treatment adjunct to decrease weight gain associated with smoking cessation, further research is warranted.","Division of Hematology and Oncology, Mayo Clinic, 4500 San Pablo Road, Jacksonville, FL 32224, USA. ames.steven@mayo.edu",2008,10.1080/10826080801922082
236,,18625823,Update on pharmacologic and nonpharmacologic therapies for smoking cessation.,"OBJECTIVE: To review the evidence on the efficacy and safety of pharmacologic and nonpharmacologic therapies for smoking cessation.QUALITY OF EVIDENCE: MEDLINE, EMBASE, and the Cochrane Database of Systematic Reviews were searched for randomized controlled trials, meta-analyses, and systematic reviews (level I evidence) pertinent to pharmacologic and nonpharmacologic smoking cessation therapies.MAIN MESSAGE: Pharmacologic smoking cessation aids are recommended for all smokers trying to quit, unless contraindicated. A new pharmacologic smoking cessation aid, varenicline, is now available in Canada. Level I evidence at 1-year follow-up indicates that it is effective for smoking cessation. Adverse effects include nausea, insomnia, and abnormal dreaming. Nausea is mild or moderate and decreases over time. Varenicline is more effective than placebo or bupropion. Counseling also increases the likelihood of achieving cessation.CONCLUSION: Preliminary data indicate that varenicline is more effective than other available pharmacologic smoking cessation aids. Pharmacologic therapy should be combined with nonpharmacologic therapy.","Queen's University, Family Medicine, 220 Bagot St, PO Bag 8888, Kingston, ON K7L 5E9. jay.schmelzle@queensu.ca",2008,NA
237,,18569900,Changes in readiness to quit and self-efficacy among adolescents receiving a brief office intervention for smoking cessation.,"PURPOSE: To examine changes in readiness to quit and self-efficacy among adolescents who received a clinic-based, brief office intervention (BOI) for smoking cessation.METHODS: This study utilized a prospective, pre-post- treatment design. Participants were adolescent smokers (34 females, 35 males) with a mean +/- SD age of 15.8 +/- 1.4 years; 86% were Caucasian, who were randomly assigned to receive the BOI as part of a larger clinical trial. They were recruited from three cities in the Midwest and Northeastern part of the United States. After the baseline assessment, the BOI was designed for adolescents to receive four weekly individual sessions with a research counselor lasting between 10 and 40 min each. The BOI includes motivational interviewing and cognitive-behavioral techniques. Readiness to quit was assessed at each treatment session using the stages of change algorithm. The validated Adolescent Smoking Self-Efficacy Scale (SES) was used to assess self-efficacy at baseline (week 0) prior to the intervention and at post-treatment (week 4). The SES items comprise three factors or subscales: opportunities to smoke, emotional stress, and friends' influence.RESULTS: The percentage of adolescents who made improvement on readiness to quit from the baseline treatment session was statistically significant (p &lt; .001) for each of the three subsequent treatment sessions. Self-efficacy scores increased significantly (p &lt; .004) from baseline to post-treatment for all three subscales.CONCLUSIONS: Adolescents receiving a BOI progressed in their readiness and self-efficacy to quit. Understanding the change process among adolescent smokers during treatment could influence the design of future stop smoking interventions.","Department of Psychiatry and Psychology and the Behavioral Health Research Program, Mayo Clinic College of Medicine, Rochester, MN, USA. patten.christi@mayo.edu",2008,10.1080/13548500701426703
238,,18528958,Canadian consensus practice guidelines for bisphosphonate associated osteonecrosis of the jaw.,"OBJECTIVE: Following publication of the first reports of osteonecrosis of the jaw (ONJ) in patients receiving bisphosphonates in 2003, a call for national multidisciplinary guidelines based upon a systematic review of the current evidence was made by the Canadian Association of Oral and Maxillofacial Surgeons (CAOMS) in association with national and international societies concerned with ONJ. The purpose of the guidelines is to provide recommendations regarding diagnosis, identification of at-risk patients, and prevention and management strategies, based on current evidence and consensus. These guidelines were developed for medical and dental practitioners as well as for oral pathologists and related specialists.METHODS: The multidisciplinary task force established by the CAOMS reviewed all relevant areas of research relating to ONJ associated with bisphosphonate use and completed a systematic review of current literature. These evidence-based guidelines were developed utilizing a structured development methodology. A modified Delphi consensus process enabled consensus among the multidisciplinary task force members. These guidelines have since been reviewed by external experts and endorsed by national and international medical, dental, oral surgery, and oral pathology societies.RESULTS: RECOMMENDATIONS regarding diagnosis, prevention, and management of ONJ were made following analysis of all current data pertaining to this condition. ONJ has many etiologic factors including head and neck irradiation, trauma, periodontal disease, local malignancy, chemotherapy, and glucocorticoid therapy. High-dose intravenous bisphosphonates have been identified as a risk factor for ONJ in the oncology patient population. Low-dose bisphosphonate use in patients with osteoporosis or other metabolic bone disease has not been causally linked to the development of ONJ. Prevention, staging, and treatment recommendations are based upon collective expert opinion and current data, which has been limited to case reports, case series, surveys, retrospective studies, and 2 prospective observational studies.RECOMMENDATIONS: In all oncology patients, a thorough dental examination including radiographs should be completed prior to the initiation of intravenous bisphosphonate therapy. In this population, any invasive dental procedure is ideally completed prior to the initiation of high-dose bisphosphonate therapy. Non-urgent procedures are preferably delayed for 3 to 6 months following interruption of bisphosphonate therapy. Osteoporosis patients receiving oral or intravenous bisphosphonates do not require a dental examination prior to initiating therapy in the presence of appropriate dental care and good oral hygiene. Stopping smoking, limiting alcohol intake, and maintaining good oral hygiene should be emphasized for all patients receiving bisphosphonate therapy. Individuals with established ONJ are most appropriately managed with supportive care including pain control, treatment of secondary infection, removal of necrotic debris, and mobile sequestrate. Aggressive debridement is contraindicated.CONCLUSION: Our multidisciplinary guidelines, which provide a rational evidence-based approach to the diagnosis, prevention, and management of bisphosphonate-associated ONJ in Canada, are based on the best available published data and the opinion of national and international experts involved in the prevention and management of ONJ.","Divisions of Endocrinology and Geriatrics, McMaster University, Hamilton, Ontario, Canada.",2008,NA
239,,18462911,Effects of an intervention brochure on emergency department patients' safe alcohol use and knowledge.,"Alcohol abuse is a leading cause of morbidity and mortality in the United States, contributing to over 100,000 deaths and costing society over 185 billion dollars each year. The objective of this study was to evaluate the effects of the American College of Emergency Physician's brief alcohol use intervention brochure on patients' hazardous drinking behavior and knowledge of safe alcohol use. We conducted a controlled trial comparing Emergency Department (ED) subjects receiving the alcohol use intervention brochure vs. receiving no brochure. One-month outcome measures included the following: 1) change in days of hazardous drinking; 2) change in knowledge of safe alcohol use; and 3) movement along a readiness-to-change continuum for excessive alcohol use. Of 277 subjects, 252 (91.0%) agreed to participate, and 188 of these (74.6%) were successfully contacted for 1-month follow-up assessment. We did not find any significant decreases in days of hazardous drinking or increases in knowledge of safe drinking limits for either the intervention or comparison groups. However, among the subgroup of excessive alcohol users (n = 100), we found that significantly more intervention subjects had advanced along the readiness-to-change continuum than comparison subjects (p &lt; 0.01). This effect was even greater among the intervention group subjects who stated that they read the brochure (p &lt; 0.001). A brief alcohol use intervention brochure does not affect ED patients' hazardous drinking behavior or knowledge of safe alcohol use. The brochure, however, may affect certain patients' motivation to change their drinking behavior. Changing drinking behavior requires more than simply handing out a brochure in the ED; referral to community resources for those motivated to change is likely an important component to successful management of this problem.","Department of Emergency Medicine, Northwestern University Feinberg School of Medicine, Chicago, Illinois 60611, USA.",2008,10.1016/j.jemermed.2008.03.003
240,,18446086,Epidemiology of genital Chlamydia trachomatis infection among young women in Costa Rica.,"OBJECTIVE: To investigate Chlamydia trachomatis (Ct) epidemiology among 5829 women 18 to 25 years old, in Costa Rica.METHODS: Data are from a community-based human papillomavirus 16/18 vaccine trial. Before randomization, eligible women who reported previous sexual activity were interviewed and tested for Ct DNA by Hybrid Capture 2 and polymerase chain reaction-based genotyping. Multivariate models were developed.RESULTS: Overall prevalence was 14.2% (95% confidence interval, 13.3-15.1). Among Ct genotypes, serovar E was the most common (4.3%), followed by serovar F (3.0%), serovar D/Da (2.9%), and serovar I/Ia (2.1%).Ct increased with lifetime sexual partners of the women, and among women with 1 lifetime partner, with sexual partners of the partner. Current intrauterine device users had an increase in Ct detection [odds ratio (OR) 1.6, 1.1-2.5] but hormonal contraceptives or condom users did not. Miscarriages were associated with a reduction in Ct detection (OR 0.7, 0.5-1.0) while current regular smoking increased it (OR 1.7, 1.2-2.5). Vaginal discharge, reactive changes, ASCUS or LSIL and moderate to severe inflammation in the cytology were significantly more common among Ct positive women (P &lt;0.001). Gonorrhea prevalence was 0.8%, and it was, as other STIs, highly correlated with Ct detection.CONCLUSIONS: This is a high-prevalence population where we confirmed the strong link between Ct and sexual behavior of women and their partners. The establishment of a screening program in the age group included in this study should be considered. More studies are needed in developing countries to further investigate the role of intrauterine devices and the lack of protection by condoms, in addition to the interplay between Ct and other STIs, ectopy, inflammation, and epithelial abnormalities.","Proyecto Epidemiológico Guanacaste, Fundación INCIENSA, San José, Costa Rica. cporras@proyectoguanacaste.org",2008,10.1097/OLQ.0b013e3181644b4c
241,,18433044,"A randomized, controlled trial of smoking cessation counseling provided during child hospitalization for respiratory illness.","The impact of parental smoking on children is enormous. Injury and illness related to parental smoking result in 6,200 excess pediatric deaths per year, which places smoking as the leading preventable cause of death in US children. Parental smoking doubles the risk of child hospitalization for respiratory illness therefore pediatricians have frequent contact with smoking parents. A single study has previously investigated the effect of child hospitalization on parental smoking cessation. Smoking caregivers of children hospitalized for respiratory illness at the University of New Mexico were offered a smoking cessation intervention during the child's hospitalization. Participants were randomized to receive either a brief anti-smoking message or more extensive counseling based on current clinical practice guidelines. Forty-two parents enrolled in the study. Fourteen percent of participants in the counseling group and 5% in the brief message group were self-reported quitters at 6 months. A significant percentage of smoking parents of children hospitalized for respiratory illness are willing to receive smoking cessation counseling while their child is in the hospital. Abstinence rates appear similar to other pediatric office-based interventions. Child hospitalization should be considered an important opportunity to provide parents with smoking cessation services, particularly since many smoking parents will not have access to these services elsewhere.","Department of Pediatrics, Community Medical Center, 2827 Fort Missoula Road, Missoula, MT 59804, USA. sralston@communitymed.org",2008,10.1002/ppul.20810
242,,18422825,Alcohol screening and brief counseling in a primary care hypertensive population: a quality improvement intervention.,"AIMS: To determine the effect of an intervention to improve alcohol screening and brief counseling for hypertensive patients in primary care.DESIGN: Two-year randomized, controlled trial.PARTICIPANTS: Twenty-one primary care practices across the United States with a common electronic medical record.INTERVENTION: To promote alcohol screening and brief counseling. Intervention practices received site visits from study personnel and were invited to annual network meetings to review the progress of the project and share improvement strategies.MEASUREMENTS: Main outcome measures included rates of documented alcohol screening in hypertensive patients and brief counseling administered in those diagnosed with high-risk drinking, alcohol abuse or alcohol dependence. Secondary outcomes included change in blood pressure among patients with these diagnoses.FINDINGS: Hypertensive patients in intervention practices were significantly more likely to have been screened after 2 years than hypertensive patients in control practices [64.5% versus 23.5%; adjusted odds ratio (OR) = 8.1; 95% confidence interval (CI) 1.7-38.2; P &lt; 0.0087]. Patients in intervention practices diagnosed with high-risk drinking, alcohol abuse or alcohol dependence were more likely than those in control practices to have had alcohol counseling documented (50.5% versus 29.6%; adjusted OR = 5.5, 95% CI 1.3-23.3). Systolic (adjusted mean decline = 4.2 mmHg, P = 0.036) and diastolic (adjusted mean decline = 3.3 mmHg, P = 0.006) blood pressure decreased significantly among hypertensive patients receiving alcohol counseling.CONCLUSIONS: Primary care practices receiving an alcohol-focused intervention over 2 years improved rates of alcohol screening for their hypertensive population. Implementation of alcohol counseling for high-risk drinking, alcohol abuse or alcohol dependence also improved and led to changes in patient blood pressures.","Department of Family Medicine, Medical University of South Carolina, Charleston, SC 29425, USA. liszkah@musc.edu",2008,10.1111/j.1360-0443.2008.02199.x
243,,18389822,Weight gain among women during smoking cessation: testing the effects of a multifaceted program.,"Cigarette smoking continues to be the leading preventable cause of chronic illness in the United States. A high percentage of smokers attempt to quit each year; however, smoking cessation success rates are low. Adding an exercise program to traditional therapies can increase smoking cessation rates among women. An experimental design was used to test two hypotheses. The first was that women who engage in a multifaceted approach to smoking cessation that includes a structured exercise program, nicotine replacement therapy (NRT), and weekly counseling sessions will experience less weight gain during an 8-week smoking cessation program and at the 4-month follow-up session than women who engage in NRT and weekly counseling sessions alone. The second was that women who engage in a structured exercise program with NRT and weekly counseling sessions will have higher smoking cessation rates at the end of the 8-week smoking cessation program and at the 4-month follow-up session than women who engage in NRT and weekly counseling sessions alone.","Texas Woman's University, Dallas, TX, USA.",2008,NA
244,,18292855,Canadian Thoracic Society recommendations for management of chronic obstructive pulmonary disease - 2008 update - highlights for primary care.,"Chronic obstructive pulmonary disease (COPD) is a major respiratory illness in Canada that is preventable and treatable but unfortunately remains underdiagnosed. The purpose of the present article from the Canadian Thoracic Society is to provide up-to-date information so that patients with this condition receive optimal care that is firmly based on scientific evidence. Important summary messages for clinicians are derived from the more detailed Update publication and are highlighted throughout the document. Three key messages contained in the update are: use targeted screening spirometry to establish a diagnosis and initiate prompt management (including smoking cessation) of mild COPD; improve dyspnea and activity limitation in stable COPD using new evidence-based treatment algorithms; and understand the importance of preventing and managing acute exacerbations, particularly in moderate to severe disease.","Queen's University, Kingston, Canada. odonnell@queensu.ca",2008,NA
245,,18094787,"[Hepatitis B and C among injecting drug users living with HIV in São Paulo, Brazil].","OBJECTIVE: To describe the profile of injecting drug users living with HIV/AIDS and estimate hepatitis B and hepatitis C prevalence rates within this group.METHODS: Cross-sectional study conducted with 205 injecting drug users living with HIV/AIDS receiving attention in three public health clinics in the city of Sao Paulo, in 2003. A non-probabilistic sample of volunteers was selected consecutively on the days respondents appeared for their appointments at the clinics. Personal data and information on sexual behavior, drug use and knowledge of hepatitis was collected through interviews. Tests were conducted to detect infections of the hepatitis B and C viruses.RESULTS: Out of the interviewees, 81% were men and 19% women, with an average age of 39 (SD=6.1) and six years of formal education (SD=2.0). There was no difference in marital status between the sexes, of which 48% were single, 42% were married, and 8% were divorced. The average ages for first use of tobacco, alcohol and illegal drugs were 13, 15 and 18, respectively. Hepatitis B and C prevalence were 55% (95% CI: 49;63) and 83%(95% CI: 78;88), respectively. Eighty percent of respondents had not heard of Hepatitis B and C prior to the first time they used injecting drugs.CONCLUSIONS: The high prevalence rates of Hepatitis B and C and low level of knowledge regarding the diseases justify the inclusion of information about hepatitis infections and the hepatitis B vaccines in HIV harm reduction strategies.","Centro de Referência de DST/AIDS Nossa Senhora do O, Secretaria Municipal de Saúde, São Paulo, SP, Brasil. angela.marchesini@terra.com.br",2008,NA
246,,18367988,Prevalence of fetal ethanol exposure in a regional population-based sample by meconium analysis of fatty acid ethyl esters.,"Challenges in identifying children exposed prenatally to ethanol necessitate the development of a biomarker for neonates at risk for fetal alcohol spectrum disorder. Meconium fatty acid ethyl esters (FAEE), products of nonoxidative ethanol metabolism, have been established as a novel biomarker of fetal ethanol exposure. We present the first application of this biomarker to a population-based sample in Canada. Six-hundred eighty-two meconium specimens were anonymously collected in the region of Grey Bruce, Ontario, Canada. Meconium FAEE were extracted by liquid-liquid and solid-phase extraction and analyzed by gas chromatography with flame-ionization detection confirmed by gas chromatography with mass spectrometry. We measured ethyl palmitate (E16:0), ethyl palmitoleate (E16:1), ethyl stearate (E18:0), ethyl oleate (E18:1), ethyl linoleate (E18:2), ethyl linolenate (E18:3), and ethyl arachidonate (E20:4). Seventeen of 682 meconium samples tested positive for significant prenatal ethanol exposure (&gt;2.0 nmol/g). FAEE analysis detected fivefold more ethanol-exposed pregnancies than standard postpartum questionnaires in this population (2.5% versus 0.5%) (P &lt; 0.001). The prevalence of ethanol-exposed pregnancies was consistent with Centers for Disease Control and Prevention estimates of &quot;frequent&quot; prenatal drinking and previously published estimates of fetal alcohol spectrum disorder disease prevalence in the general North American population. The FAEE concentrations of negative (95% confidence interval, 0.38-0.49 nmol/g) versus positive (95% confidence interval, 7.74-151.28 nmol/g) samples were distinct, further demonstrating the specificity of this biomarker in determining significant prenatal ethanol exposure. Meconium FAEE analysis demonstrates a fivefold increase in sensitivity over currently used methods of self-report-based screening in Ontario for the detection of ethanol-exposed pregnancies in a clinical setting.","Motherisk Program, Hospital for Sick Children, Toronto, Ontario, Canada.",2008,10.1097/FTD.0b013e318167cfe5
247,,18364361,Prevention of &quot;risky&quot; drinking among students at a Brazilian university.,"AIM: The aim of this paper was to compare the quantity and frequency of alcohol use and its associated negative consequences between two groups of college students who were identified as being &quot;risky drinkers.&quot; Subjects were randomly allocated in a clinical trial to intervention or control groups.METHODS: Risky drinking use was defined as Alcohol Use Disorders Identification Test (AUDIT) &gt;or=8 and/or Rutgers Alcohol Problem Index (RAPI) &gt;or=5 problems in the previous year. Students who had undergone the Brief Alcohol Screening and Intervention for College Students (BASICS) (N = 145 at baseline; 142 at 12 months, and 103 at 24 months, loss of 29.7%) were compared with a control group (N = 121 at baseline; 121 at 12 months and 113 at 24 months, loss of 9.3%), the nonintervention group. Variables included drinking frequency, quantity and peak consumption, dependence assessment, and family and friends' abuse assessment.RESULTS: Treated students at a 24-month follow-up decreased quantity of alcohol use per occasion and lowered AUDIT and RAPI scores.CONCLUSIONS: This is the first brief intervention work on risky drinking with college students in Brazil and the results are encouraging. However, it is difficult to conduct individual prevention strategies in a country where culture fosters heavy drinking through poor public policy on alcohol and lack of law enforcement.","Department of Neurology, Psychology and Psychiatry, Botucatu Medical School, São Paulo State University (UNESP), Brazil.",2008,10.1093/alcalc/agn019
248,,18340389,Changes in lifestyle after hypertension diagnosis in Canada.,"Lifestyle modification should be an important part of therapy when hypertension is first diagnosed, with or without starting antihypertensive medication. The objective of the present study was to determine the extent to which recently diagnosed hypertensive Canadians modify their lifestyles and to examine how lifestyle modification relates to antihypertensive medication use. The longitudinal National Population Health Survey in Canada was conducted between 1994 and 2002, including five interview cycles at two-year intervals. During this time, 1281 persons reported hypertension in one cycle but not in the previous cycle, and were considered to be new hypertensive patients. Information collected included body mass index, smoking, alcohol consumption, physical inactivity and medication use. The main lifestyle modification associated with newly diagnosed hypertensive patients was smoking cessation, with a 18.6% relative risk reduction (RRR). A smaller change was seen in decreasing physical inactivity (RRR 6.2%). Persons not taking antihypertensive medication were not more likely to make lifestyle improvements. Paradoxically, new hypertensive patients showed increased numbers in the obese category (RRR -9.6%). Weight gain was especially marked among antihypertensive medication users and largest in female beta-blocker users (RRR -36.6%). If confirmed, this needs to be considered when prescribing to overweight people. In general, a greater effort is required to manage hypertension by lifestyle risk modification with or without antihypertensive medication.","Centre of Chronic Disease Prevention and Control, Public Health Agency of Canada, Ottawa, Ontario. ineke_neutel@phac-aspc.gc.ca",2008,NA
