"Nombre_centro","Nombre_capacitacion","Capacitacion_contenido","Capacitation_horas","Capacitation_certificacion","Pais","Atual","Desde","Modalidade","Responsable_email","Center_telefono"
" EMPRESASOCIAL DEL ESTADO HOSPITAL MENTAL FILANDIA QUINDIO COMO FUNCIONARIA DE PLANTA DEL AREA ASISTENCIAL QUE ATIENDE UNA UNIDAD DE CONDUCTAS ADICTIVAS .  EN RAZON A DEMANDA DE ATENCION SE DIO LANECESIDAD DE FORMARSE EN LA ESPECAILIZACION DE ADICCIONES,  MI JEFE INMEDIATA ES LA DRA ANA MARIA CANO MEDICO PSIQUIATRRA  QUIEN TIENE AMPLIA TRAECTORA EN EL TEMA Y EN RAZON A LA NECESIDAD SE HACEN CAPACITACIONES;  SOY  ENTRENADORA UNODOC  TREATNET DEL MODULO TRATAMIENTO"," TREATNET  TRATAMIENTO MODULO B  Y ASISST   DIT"," GENERALIDADES DELA ADICCIONES,  ESTRATEGIAS DE TERAPIA COGNITIVA, INTERVENCION MOTIVACIONAL PARA TRATAMIENTO SEGUN   LA ESTRATEGIA TREANTNET  Y  PARA INTERVENICION BREVE  ASISIST DIT","-2.0","SI","COLOMBIA","SI","4","PRESENCIAL,","PSICOLOGIAESEMENTAL@GMAIL.COM","320 593 7779"
"E.S.E HOSPITAL MENTAL FILANDIA- QUINDIO "," ASISST - DIT
TREATNET VOL A "," GENERALIDADES  SOBRE  IMPACTO DE CONSUMO EN LA SALUD   INDIVIDUAL  Y COLECTIVA,  CONOCIMIENTO DE LA REALIDAD   LOCAL  O  NACIONAL SOBRE  CONSUMO ,SOCIALIZACION DE ESTUDIOS  EPIDEMIOLOGICOS,  TAMIZAJES,  RUTAS DE ATENCIÓN  ,  REGULACIÓN NORMATIVA  VIGENTE  ; APLICACIÓN DE ASSIST   PRINCIPIOS  DE ESCUCHA ACTIVA , ETAPAS DE CAMBIO  INTEVENCION MOTIVACIONAL , INTERVENCIÓN BREVE PARA  SPA ","24","SI","COLOMBIA","SI","2009","PRESENCIAL,","CONTACTENOS@ESEMENTALFILANDIA-QUINDIO.GOV.CO","3155909047"
"- EX SECRETARIA EN PREVENCIÓN Y ASISTENCIA DE ADICCIONES DEL GOBIERNO DE CÓRDOBA
- SEDRONAR - ARGENTINA"," ATENCIÓN PRIMARIA EN SALUD
PROGRAMA PRIMERA RESPUESTA
MUNICIPIOS EN ACCIÓN"," INTRODUCCIÓN A LA ATENCIÓN PRIMARIA EN ADICCIONES
ASSIST
INTERVENCIÓN BREVE","24","SI","ARGENTINA","SI","2013","PRESENCIAL,","MUNICIPIOSENACCION@SEDRONAR.GOB.AR","5493516807715"
"FÉ NA PREVENÇÃO - PREVENÇÃO DO USO DE DROGAS EM INSTITUIÇÕES RELIGIOSAS E MOVIMENTOS AFINS"," FÉ NA PREVENÇÃO - PREVENÇÃO DO USO DE DROGAS EM INSTITUIÇÕES RELIGIOSAS E MOVIMENTOS AFINS","CONTEÚDO PROGRAMÁTICO
MÓDULO 1
O USO DE ÁLCOOL E OUTRAS DROGAS NO BRASIL: EPIDEMIOLOGIA, POLÍTICA E LEGISLAÇÃO
MÓDULO 2
EFEITOS E CONSEQUÊNCIAS DOS DIFERENTES PADRÕES DE USO DE ÁLCOOL E OUTRAS DROGAS
MÓDULO 3
COMO INTERVIR PRECOCEMENTE: PREVENÇÃO E INTERVENÇÃO BREVE
MÓDULO 4
COMO INTERVIR EM CASOS DE ABUSO OU DEPENDÊNCIA DE ÁLCOOL E OUTRAS DROGAS: MODALIDADES DE TRATAMENTO E ENCAMINHAMENTO","120","NO","BRASIL","NO","2009","A DISTANCIA,","KMSOARES@UNIFEP.BR","KMSOARES@UNIFESP.BR"
" FIOCRUZ/ FIOTEC
MINISTÉRIO DA SAÚDE- BRASIL"," PROJETO CAMINHOS DO CUIDADO- FORMAÇAO EM SAÚDE MENTAL  CRACK  ALCOOL E OUTRAS  DROGAS"," VISITEM  WWW.CAMINHOSDOCUIDADO.ORG.
   ","120","NO","BRASIL","NO","2013","PRESENCIAL,A DISTANCIA,","ACOMPANHAMENTO@FIOCRUZ.EAD.BR","55-84-999284319"
" FNSP 
UNIVERSIDAD DE ANTIOQUIA"," ""PROGRAMA DE ACCIÓN MUNDIAL PARA SUPERAR LAS BRECHAS EN SALUD MENTAL"""," LA GUÍA DE INTERVENCIÓN MH GAP PARA LOS TRASTORNOS MENTALES, NEUROLÓGICOS Y POR USO DE SUSTANCIAS EN EL NIVEL DE ATENCIÓN DE LA SALUD NO ESPECIALIZADA.","60","NO","COLOMBIA","NO","2016","A DISTANCIA,","CURSOESTRATEGIAAPSMHGAP@UDEA.EDU.CO","3007767367"
"FUNDACIÓN ACCIONES PARA LA PAZ, EN SAN SEBASTIAN DE MARIQUITA, TOLIMA"," PROGRAMA DE REHABILITACIÓN BASADA EN COMUNIDAD MISION+PAZ","AFRONTAMIENTO DE LA PROBLEMÁTICA
SENTIDO DE VIDA
PROYECTO DE VIDA
HABILIDADES PARA LA VIDA (DESTREZAS PSICOSOCIALES)
","40","SI","COLOMBIA","SI","1","PRESENCIAL,","MISIONEROSLGC@GMAIL.COM","3138227917"
" FUNDACIÓN REMAR GUATEMALA"," TRATAMIENTO DE LAS ADICCIONES EN CENTROS DE ATENCIÓN DE LA OBRA MISIONERA CRISTIANA"," TIPOS DE DROGAS
DESÓRDENES DE PERSONALIDAD
TRATAMIENTO INTEGRAL DE LA PERSONA CON PROBLEMAS DE ADICCIÓN
RECUPERACIÓN DE LA IDENTIDAD DE LA PERSONA CON PROBLEMAS DE ADICCIÓN
VIDA EN COMUNIDAD Y SERVICIO
AUTOSOSTENIBILIDAD DE PROYECTOS DE AYUDA A LA POBLACIÓN MARGINADA ","40","SI","GUATEMALA","SI","1990","PRESENCIAL,SEMIPRESENCIAL,","MONICA ARCHILA <MONIARCHILA@REMARGUATEMALA.ORG>","(502) 24741519"
" HOSPITAL BASE DE PUERTO MONTT , CHILE
 ","INTERVENCIÓN BREVE EN ALCOHOL Y TABACO
FORMACIÓN DE AGENTES COMUNITARIOS EN DROGAS"," SE ADJUNTAN AMBOS PROGRAMAS","8","NO","CHILE","NO","2009","PRESENCIAL,","UDEPENDENCIAS@GMAIL.COM","973339361"
"HUMAN GOLD VISION SAC"," TREATNET
PSICOTERAPIA DE LAS ADICCIONES
CONSEJEROS EN ADICCIONES"," INTRODUCCIÓN A LAS ADICCIONES
TÉCNICAS DE INTERVENCIÓN
TRATAMIENTOS BASADOS EN EVIDENCIAS","32","SI","PERÚ","SI","2009","PRESENCIAL,","HUMANGOLDVISION@GMAIL.COM","997419878"
" INSTITUTO NACIONAL DE PSIQUIATRÍA RAMÓN DE LA FUENTE MUÑIZ"," INTERVENCIONES BREVES EN ADICCIONES","1. LAS DROGAS Y SUS EFECTOS
2. ¿CUÁLES SON LOS NIVELES DE CONSUMO DE SUSTANCIAS?
3. ¿QUÉ ES LA DETECCIÓN TEMPRANA?
4. ¿CÓMO MODIFICAR LOS HÁBITOS DE CONSUMO?
5. ¿CÓMO DEJAR DE CONSUMIR DROGAS?
6. ¿CÓMO REDUCIR EL CONSUMO DE ALCOHOL?","40","SI","MÉXICO","SI","2007","A DISTANCIA,","TIBSAM@IMP.EDU.MX","+525541605162"
" INSTITUTO NACIONAL  SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA","GUÍE A SUS PACIENTES A UN FUTURO SIN TABACO
CURSO DE FARMACODEPENDENICA
DETECCIÓN E INTERVENCIÓN TEMPRANA EN ALCOHOL Y TABACO
MG GAPS
"," GENERALIDADES
EPIDEMIOLOGÍA
NEUROBIOLOGÍA
ETAPAS DE CAMBIO
ENTREVISTA MOTIVACIÓN  
TX FARMACOLÓGICO
TX DE LA CONDUCTA DE DEPENDENCIA O ADICTIVA
INTERVENCIÓN BREVE
TRABAJO EN RED
","40","SI","COSTA RICA","SI","1990","PRESENCIAL,","LSANDI@IAFA.GO.CR","506 87042393"
" INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES EN LA CIUDAD DE MÉXICO, ","1. CONSEJERÍA BREVE PARA LA REDUCCIÓN DEL USO NOCIVO DEL ALCOHOL 
2. CONSEJERÍA BREVE EN EL PROCESO DE CESACIÓN DE TABACO
3. CONSEJO BREE. BASES TEÓRICAS Y SU APLICACIÓN 
","HISTORIA DEL TABAQUISMO
PANORAMA EPIDEMIOLÓGICO DEL TABAQUISMO EN EL MUNDO Y EN MÉXICO
MARCO LEGAL DEL TABAQUISMO
FARMACOCINÉTICA Y FARMACODINAMIA DE LA NICOTINA
EFECTOS DEL CONSUMO DE TABACO EN LA SALUD DEL FUMADOR
CONCEPTOS CLAVE SOBRE LA ADICCIÓN A LA NICOTINA
DETECCIÓN TEMPRANA
TAMIZAJE
CONSEJERÍA BREVE

CONCEPTOS BÁSICOS
POLÍTICAS DE SALUD EN TORNO AL CONSUMO DE ALCOHOL
CONSEJERÍA BREVE
INCORPORANDO LA CONSEJERÍA BREVE
","120","SI","MÉXICO","SI","2015","A DISTANCIA,","MONICAVALDIVIAGUERRERO@HOTMAIL.COM","015513205748"
"INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES EN LA CIUDAD DE MÉXICO (IAPA)","- TRATAMIENTOS BREVES COGNITIVO-CONDUCTUALES,
- CONSEJERÍA BREVE PARA LA REDUCCIÓN DEL USO NOCIVO DE ALCOHO,
- CONSEJO BREVE EN EL PROCESO DE CESACIÓN DE TABACO,
- ESTRATEGIAS DE INTERVENCIÓN OPORTUNA EN EL CONSUMO DE SUSTANCIAS PSICOACTIVAS
- ABC DE LAS SUSTANCIAS PSICOACTIVAS"," SOBRE TODO ES EL CONSEJO BREVE Y LA INTERVENCIÓN BREVE DESDE UN ENFOQUE COGNITIVO-CONDUCTUAL","40","SI","MÉXICO","SI","2016","PRESENCIAL,A DISTANCIA,","JESCOBEDOA@CDMX.GOB.MX","04455 19315935"
" JURISDICCIÓN SANITARIA 8 SECRETARIA DE SALUD"," INTERVENCIÓN BREVE PARA BEBEDORES PROBLEMA"," DETECCIÓN OPORTUNA
INTERVENCIÓN BREVE
SEGUIMIENTO DE CASOS","16","SI","MÉXICO","SI","2013","PRESENCIAL,","JURISDI8@HOTMAIL.COM","4777292927"
" MINISTERIO DE SALUD"," CAPACITACIÓN PROGRAMA DE INTERVENCIONES BREVES EN ALCOHOL","- EL CONSUMO DE ALCOHOL DE RIESGO Y EL CONSUMO DE DROGAS. 
- SCREENING EN ALCOHOL Y DROGAS (AUDIT, ASSIST, CRAFFT).
- INTERVENCIONES: MÍNIMAS, BREVES, DERIVACIÓN ASISTIDA.
- EJEMPLOS DE SCREENING O INTERVENCIONES (A TRAVÉS DE VIDEOS O DE SIMULACIÓN DE SITUACIONES).
- CASOS ESPECIALES: EMBARAZO, ADOLESCENTES.","8","SI","CHILE","SI","5","PRESENCIAL,SEMIPRESENCIAL,","PNORAMBUENA@MINSAL.CL","+56988377869"
" MINISTERIO DE SALUD "," CURSO DE CAPACITACIÓN EN INTERVENCIONES BREVES E INSTRUMENTACIÓN DEL ASSIST-DIT PARA ALCOHOL Y OTRAS DROGAS"," 1- EPIDEMIOLOGÍA DEL CONSUMO DE SUSTANCIAS EN LA REGIÓN Y EN NUESTRO PAÍS, CLASIFICACIÓN, EFECTOS Y RIESGOS ASOCIADOS AL CONSUMO DE DISTINTOS TIPOS DE SUSTANCIAS (ALCOHOL, TABACO Y SUSTANCIAS SICOACTIVAS)

2- CARACTERÍSTICAS DEL CUESTIONARIO ASSIST Y SU IMPLEMENTACIÓN.

3-DETECCIÒN TEMPRANA E INTERVENCIÓN BREVE, CARACTERÍSTICAS DE SU APLICACIÓN, GRUPO OBJETIVO PARA SU IMPLEMENTACIÓN Y GENERALIDADES DE LA ENTREVISTA MOTIVACIONAL.

4- IMPLEMENTACIÓN DEL PAQUETE ASSIST-DIT

5- CONSIDERACIONES GENERALES EN LA FORMACIÓN DE CAPACITADORES PARA LA IMPLEMENTACIÓN DEL PAQUETE ASSIST-DIT
","120","SI","URUGUAY","SI","2014","PRESENCIAL,A DISTANCIA,","DOSORES@MSP.GUB.UY","099453038"
"MISIÓN POSIBLE - CENTRO DE PREVENCIÓN Y SUPERACIÓN DE LAS DROGODEPENDENCIAS"," ATENCIÓN TEMPRANA A CONSUMIDORES DE SUSTANCIAS PSICOACTIVAS.","  TIPOS DE ADICCIÓN.
 DETECCIÓN TEMPRANA Y TAMIZAJE.
 MANEJO DE HERRAMIENTAS AUDIT Y ASSIST.
 LA FARMACODEPENDENCIA (DROGADICCIÓN) UNA ENFERMEDAD BIO-PSICOSOCIAL.
 CATEGORÍAS DEL CONSUMO.
 CLASIFICACIÓN DE LAS SUSTANCIAS PSICOACTIVAS.
 SÍNTOMAS Y CONSECUENCIAS.
 NEUROCIENCIA DEL CONSUMO Y DEPENDENCIA DE SUSTANCIAS PSICOACTIVAS.
 EFECTOS DE LAS SUSTANCIAS EN EL SISTEMA NEURONAL.
 MECANISMO DE DEFENSA (NEGACIÓN, PROYECCIÓN Y RACIONALIZACIÓN).
 TERAPIA FAMILIAR (CO-ADICCIÓN Y CO-DEPENDENCIA).
 QUE DEBE TENER UN PROGRAMA DE REHABILITACIÓN.
 RUTA DE ATENCIÓN INSTITUCIONAL PARA ATENCIÓN A CONSUMIDORES DE SPA.
","24","SI","COLOMBIA","SI","2015","PRESENCIAL,","TERESTAURAS@GMAIL.COM","057 3142151104"
" MITOS Y REALIDADES SOBRE LAS DROGAS"," MITOS Y REALIDADES SOBRE LAS DROGAS","MITOS Y REALIDADES DE LAS DROGAS
ALCOHOL
TABACO
OTRAS DROGAS","2","SI","MÉXICO","SI","2011","PRESENCIAL,SEMIPRESENCIAL,","FORMAMXL@IPEBC.GOB.MX","6862267978"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A"
